157.336164682	126.371681416	125.094339623	0.0	0.0	0.0	1455209232
157.249396339	127.5	125.094339623	0.0	0.0	0.0	1455209232
157.220919099	127.5	126.698113208	0.0	0.0	0.0	1455209232
157.243372596	127.5	126.698113208	0.0	0.0	0.0	1455209232
157.300696053	127.274336283	126.698113208	0.0	0.0	0.0	1455209232
157.226799395	127.5	126.698113208	0.0	0.0	0.0	1455209232
157.095403313	127.5	126.698113208	0.0	0.0	0.0	1455209232
157.141179506	127.5	126.698113208	0.0	0.0	0.0	1455209232
157.197733302	127.5	125.41509434	0.0	0.0	0.0	1455209232
157.404044365	127.5	125.094339623	0.0	0.0	0.0	1455209233
157.301005255	126.371681416	125.094339623	0.0	0.0	0.0	1455209233
157.426374752	127.5	126.698113208	0.0	0.0	0.0	1455209233
157.278344541	127.725663717	125.41509434	0.0	0.0	0.0	1455209233
157.044604418	126.371681416	125.094339623	0.0	0.0	0.0	1455209233
157.123834964	127.5	125.094339623	0.0	0.0	0.0	1455209233
157.323107562	127.5	126.698113208	0.0	0.0	0.0	1455209233
157.317760416	126.146017699	126.698113208	0.0	0.0	0.0	1455209233
157.049755922	127.5	125.094339623	0.0	0.0	0.0	1455209233
157.278344541	126.371681416	126.698113208	0.0	0.0	0.0	1455209233
157.192311157	127.5	125.094339623	0.0	0.0	0.0	1455209234
157.192115993	127.725663717	125.094339623	0.0	0.0	0.0	1455209234
157.203868029	125.243362832	125.094339623	0.0	0.0	0.0	1455209234
157.227000259	121.85840708	125.094339623	0.0	0.0	0.0	1455209234
157.397474615	118.247787611	125.094339623	0.0	0.0	0.0	1455209234
157.294564476	113.734513274	125.41509434	0.0	0.0	0.0	1455209234
157.357716171	112.831858407	125.094339623	0.610865238198	0.261799387799	0.0	1455209234
158.52574365	111.703539823	126.698113208	0.349065850399	0.349065850399	0.0	1455209234
158.240012324	112.831858407	125.094339623	0.436332312999	0.523598775598	0.0	1455209234
158.034121106	112.831858407	125.41509434	0.523598775598	0.610865238198	0.0	1455209234
158.011103564	112.831858407	126.698113208	0.436332312999	0.523598775598	0.0	1455209235
158.414978077	112.831858407	155.566037736	0.436332312999	0.523598775598	0.0	1455209235
157.690983175	112.831858407	178.018867925	0.436332312999	0.610865238198	0.0	1455209235
157.860320663	112.831858407	171.603773585	-0.610865238198	1.74532925199	0.0	1455209235
157.376594286	112.831858407	153.962264151	0.0	4.45058959259	0.0	1455209235
160.413683186	112.831858407	141.132075472	-0.610865238198	2.18166156499	0.0	1455209235
163.140404683	112.831858407	126.698113208	0.0	2.09439510239	0.0	1455209235
163.360606179	111.703539823	127.018867925	0.698131700798	0.872664625997	0.0	1455209235
163.194038444	94.7787610619	125.094339623	0.959931088597	0.436332312999	0.0	1455209235
164.22511882	91.3938053097	125.094339623	0.436332312999	0.436332312999	0.0	1455209235
166.477752825	91.1681415929	125.094339623	1.0471975512	1.308996939	0.0	1455209236
166.584444998	91.3938053097	125.094339623	2.00712863979	2.44346095279	0.0	1455209236
165.963410662	91.3938053097	125.094339623	2.87979326579	3.40339204139	0.0	1455209236
165.365282287	91.3938053097	126.698113208	3.57792496659	4.10152374219	0.0	1455209236
165.305483405	91.6194690265	125.41509434	3.83972435439	4.45058959259	0.139928768	1455209236
164.680608652	91.3938053097	107.452830189	4.18879020479	4.97418836818	0.139928768	1455209236
164.514328111	91.3938053097	126.698113208	4.36332312999	4.62512251778	0.1863316168	1455209236
163.273801119	90.2654867257	125.094339623	5.32325421858	4.62512251778	0.1863316168	1455209236
162.003721017	90.0398230088	126.698113208	4.71238898038	5.41052068118	0.224812028	1455209236
161.505269558	90.2654867257	144.339622642	5.14872129338	6.19591884458	0.224812028	1455209236
161.845807456	91.3938053097	186.037735849	4.79965544298	5.75958653158	0.1911673904	1455209237
162.530614626	91.3938053097	195.660377358	3.75245789179	6.89405054538	0.1911673904	1455209237
166.073030735	91.1681415929	152.358490566	2.00712863979	8.20304748437	0.1890067256	1455209237
168.99697226	91.3938053097	126.698113208	0.872664625997	9.42477796077	0.1890067256	1455209237
175.028947812	91.3938053097	126.698113208	2.09439510239	9.42477796077	0.1863316168	1455209237
178.107245791	90.2654867257	126.698113208	2.79252680319	8.20304748437	0.1863316168	1455209237
