0	0	0	0	0	0	198
0	74.4690265487	126.698113208	10.1738487983	-9.26401059884	0.0	298
0	74.4690265487	126.698113208	10.1344748133	-8.85565843723	0.0	398
0	74.4690265487	126.698113208	10.1242537108	-10.238813416	0.0	498
0	74.4690265487	125.094339623	10.1320664731	-9.34474360926	0.0	598
0	74.4690265487	126.698113208	10.1236285291	-8.61652559495	0.0	698
0	74.4690265487	125.094339623	10.1939199583	-8.83215102279	0.0	798
0	74.4690265487	125.094339623	10.2327087551	-8.78307437738	0.0	898
0	74.4690265487	125.094339623	10.1811524671	-7.65209911339	0.0	998
0	74.4690265487	125.094339623	10.2189283779	-8.95467055802	0.0	98
0	74.6946902655	125.094339623	10.2291249308	-8.61219304554	0.0	198
0	74.4690265487	126.698113208	10.1592900193	-7.86009633245	0.0	298
0	73.3407079646	125.094339623	10.2752688759	-8.19699539137	0.0	398
0	74.4690265487	125.094339623	10.2747582628	-8.63834570068	0.0	498
0	74.4690265487	127.018867925	10.3056336008	-7.59789008002	0.0	598
0	74.4690265487	125.094339623	10.2658314582	-8.19202360522	0.0	698
0	74.4690265487	125.094339623	10.2517665741	-8.32197425752	0.0	798
0	74.4690265487	126.698113208	10.2372591116	-9.12778302472	0.0	898
0	74.4690265487	124.773584906	10.2854331258	-9.06640671846	0.0	998
0	74.4690265487	125.094339623	10.2053052606	-8.72258538258	0.0	98
0	74.4690265487	125.094339623	10.0806248281	-9.97401560775	0.0	198
0	74.4690265487	125.094339623	10.2548481592	-9.08917676197	0.0	298
0	74.4690265487	126.698113208	10.0942662709	-7.6404881172	0.0	398
0	74.4690265487	126.698113208	10.0308680671	-7.979165275	0.0	498
0	74.4690265487	125.094339623	10.1903820739	-8.82791075757	0.0	598
0	74.4690265487	125.094339623	10.2317903548	-8.15103142453	0.0	698
0	74.4690265487	125.094339623	10.1603722322	-7.68258884124	0.0	798
0	74.4690265487	126.698113208	10.1205103672	-8.627671444	0.0	898
0	74.4690265487	125.094339623	10.1210189714	-7.81841907925	0.0	998
0	74.4690265487	126.698113208	10.0897528173	-8.71909300492	0.0	98
0	74.4690265487	125.094339623	10.3188431777	-8.87853776011	0.0	198
0	74.4690265487	125.094339623	10.4000255129	-8.99240990112	0.0	298
0	74.4690265487	126.698113208	10.1420286627	-10.9661717725	0.0	398
0	74.4690265487	125.094339623	10.2703977013	-8.95409434439	0.0	498
0	74.4690265487	126.698113208	10.3048919362	-8.30969858298	0.0	598
0	74.4690265487	126.698113208	10.1995002224	-7.87225361531	0.0	698
0	74.4690265487	126.698113208	10.2136155101	-8.59786161919	0.0	798
0	73.3407079646	126.698113208	10.2688294164	-8.6381363503	0.0	898
